SubscriptionId,start_date,stop_date,month,time,pv,readingDayNum,sessionNum,mobileUse,desktopUse,tabletUse,abDisabledPct,abEnabledPct,abnoResponsePct,news,business,sports,food,entertainment,local,trivia,chronicle vault,travel,ion,nonHome,homePVPct,homePVDay,nonHomePVDay,sentimentScore,chronicle investigations,page not found,sf chronicle,newsletters,customer service,election,membership,biz & tech,our san francisco,living,search,opinion,profile
11934648,10/1/17,10/16/18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11934648,10/1/17,10/16/18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11934648,10/1/17,10/16/18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11934648,10/1/17,10/16/18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11946193,10/1/17,10/16/18,1,32238.61131,303,27,49,0.321428571,0.011904762,0.666666667,0.968253968,0.027777778,0.003968254,5,16,100,0,0,0,0,0,0,1,274,0.095709571,1.074074074,10.14814815,24,0,0,0,0,0,0,0,0,0,0,2,0,0
11946193,10/1/17,10/16/18,2,12325.08816,165,21,34,0.179856115,0.035971223,0.784172662,0.956834532,0.035971223,0.007194245,0,3,58,0,0,0,0,0,1,4,151,0.084848485,0.666666667,7.19047619,15,0,0,0,0,0,0,0,0,0,0,0,0,0
11946193,10/1/17,10/16/18,3,14184.79853,210,21,33,0.150326797,0.006535948,0.843137255,0.980392157,0.019607843,0,1,1,73,0,0,0,0,0,0,1,178,0.152380952,1.523809524,8.476190476,-7,0,0,0,0,0,0,0,0,0,0,0,0,2
11946193,10/1/17,10/16/18,4,10889.35194,139,19,32,0.236842105,0.061403509,0.701754386,0.956140351,0.043859649,0,0,1,27,0,0,0,0,0,0,1,124,0.107913669,0.789473684,6.526315789,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11946193,10/1/17,10/16/18,5,11499.29332,182,18,39,0.314465409,0.245283019,0.440251572,0.918238994,0.081761006,0,6,1,30,0,0,1,0,0,2,0,152,0.164835165,1.666666667,8.444444444,6,0,0,0,0,1,0,0,0,13,0,0,0,1
11946193,10/1/17,10/16/18,6,14061.8544,295,26,62,0.422382671,0.039711191,0.537906137,0.945848375,0.054151625,0,4,2,67,0,0,0,0,0,1,5,257,0.128813559,1.461538462,9.884615385,-64,0,0,0,0,0,0,0,0,0,0,2,0,27
11946193,10/1/17,10/16/18,7,18260.29871,276,25,61,0.26,0.08,0.66,0.956,0.044,0,2,2,69,0,0,0,0,0,0,2,243,0.119565217,1.32,9.72,-9,0,0,0,3,1,0,0,0,0,0,0,0,14
11946193,10/1/17,10/16/18,8,20814.26565,300,29,59,0.36,0.116,0.524,0.976,0.024,0,0,2,115,0,7,0,0,0,0,1,271,0.096666667,1,9.344827586,-38,0,0,0,0,0,0,0,0,0,0,0,0,2
11946193,10/1/17,10/16/18,9,11547.87008,149,25,54,0.415384615,0.284615385,0.3,0.938461538,0.061538462,0,1,3,48,0,0,0,0,0,1,2,130,0.127516779,0.76,5.2,-18,0,0,0,0,0,0,0,0,0,0,0,0,0
11946193,10/1/17,10/16/18,10,27426.22628,337,30,88,0.37458194,0.043478261,0.581939799,0,0,0,5,9,96,0,0,0,0,0,2,0,272,0.192878338,2.166666667,9.066666667,6,0,0,0,0,0,0,0,0,0,0,5,0,0
11946193,10/1/17,10/16/18,11,30169.21969,330,29,65,0.226765799,0.118959108,0.654275093,0.94795539,0.048327138,0.003717472,5,2,131,0,1,0,0,0,1,1,279,0.154545455,1.75862069,9.620689655,26,0,0,0,0,0,0,0,0,0,0,6,0,0
11946193,10/1/17,10/16/18,12,7817.333798,161,22,47,0.762589928,0.021582734,0.215827338,0.949640288,0.050359712,0,4,2,61,0,0,0,0,0,0,0,138,0.142857143,1.045454545,6.272727273,19,0,0,0,0,0,0,0,2,0,0,5,0,0
11946193,10/1/17,10/16/18,13,4015.111339,61,11,18,0.563636364,0.436363636,0,0,0,0,0,1,13,0,0,0,0,0,0,0,49,0.196721311,1.090909091,4.454545455,-13,0,0,0,0,1,1,1,0,0,0,2,0,0
11946745,9/24/17,10/16/18,1,3445.127633,50,16,30,0.697674419,0.302325581,0,0.255813953,0,0.744186047,0,0,0,0,0,1,0,0,0,2,11,0.78,2.4375,0.6875,0,0,0,0,0,2,0,0,0,0,0,0,0,1
11946745,9/24/17,10/16/18,2,4102.79181,43,13,20,0.948717949,0.051282051,0,0.666666667,0,0.333333333,1,0,0,0,0,0,0,0,0,8,16,0.627906977,2.076923077,1.230769231,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,3,2055.034,27,9,10,1,0,0,0.565217391,0,0.434782609,6,1,0,0,0,0,0,0,0,1,16,0.407407407,1.222222222,1.777777778,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,4,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,5,297.87,8,5,6,1,0,0,0.75,0,0.25,1,0,0,0,0,0,0,0,0,0,2,0.75,1.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,6,2803.950429,18,7,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,9,0.5,1.285714286,1.285714286,-5,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,7,1878.634,35,10,13,1,0,0,0.64516129,0,0.35483871,7,0,0,0,0,0,0,0,0,0,22,0.371428571,1.3,2.2,-21,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,8,1539.6815,17,5,7,1,0,0,0.705882353,0,0.294117647,0,0,0,0,0,0,0,0,0,0,7,0.588235294,2,1.4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,9,3796.719083,26,7,9,1,0,0,0.695652174,0,0.304347826,0,0,0,0,0,0,0,0,0,1,13,0.5,1.857142857,1.857142857,-6,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,10,3279.50275,20,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.65,1.857142857,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,11,3561.26325,26,5,8,1,0,0,0.416666667,0,0.583333333,0,0,0,0,0,0,0,0,0,0,10,0.615384615,3.2,2,-12,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,12,513.24375,10,5,5,1,0,0,0.4,0,0.6,1,0,0,0,0,0,0,0,0,0,4,0.6,1.2,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11946745,9/24/17,10/16/18,13,2456.8825,19,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.526315789,1.666666667,1.5,-9,0,0,0,0,0,0,0,0,0,0,0,0,0
11962205,10/29/17,12/9/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962205,10/29/17,12/9/17,2,398.4814444,11,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962373,10/1/17,1/20/18,1,43356.28466,447,31,139,0.710982659,0.037572254,0.251445087,0.933526012,0.066473988,0,25,5,0,7,3,0,0,0,1,2,264,0.409395973,5.903225806,8.516129032,-68,0,0,0,0,1,0,0,0,0,0,0,0,3
11962373,10/1/17,1/20/18,2,45372.22956,631,29,149,0.776053215,0.057649667,0.166297118,0.906873614,0.088691796,0.00443459,47,14,6,15,11,1,0,0,0,8,404,0.359746434,7.827586207,13.93103448,-141,0,0,0,0,0,0,0,0,2,0,0,0,0
11962373,10/1/17,1/20/18,3,47335.56194,561,29,159,0.944186047,0.013953488,0.041860465,0.93255814,0.062790698,0.004651163,54,20,7,5,9,6,0,0,0,7,353,0.370766488,7.172413793,12.17241379,-179,0,0,0,0,0,0,0,0,0,0,0,0,0
11962373,10/1/17,1/20/18,4,21893.89875,260,19,81,0.906077348,0.038674033,0.055248619,0.878453039,0.121546961,0,5,5,10,19,2,1,0,0,0,0,155,0.403846154,5.526315789,8.157894737,-8,0,0,0,0,0,0,0,0,0,0,0,2,0
11962877,9/17/17,7/14/18,1,2222.130375,26,10,14,0.227272727,0,0.772727273,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0.153846154,0.4,2.2,-31,0,0,0,0,0,0,0,0,0,0,0,0,0
11962877,9/17/17,7/14/18,2,0,10,10,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962877,9/17/17,7/14/18,3,0,9,9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962877,9/17/17,7/14/18,4,0,9,9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962877,9/17/17,7/14/18,5,0,12,12,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962877,9/17/17,7/14/18,6,0,7,7,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962877,9/17/17,7/14/18,7,240.029,23,17,17,0.272727273,0,0.727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0.086956522,0.117647059,1.235294118,-1,0,0,0,0,0,0,0,0,0,0,0,0,2
11962877,9/17/17,7/14/18,8,341.556,34,25,26,0.1875,0,0.8125,0.96875,0,0.03125,0,0,3,0,0,0,0,0,0,0,34,0,0,1.36,-5,0,0,0,0,0,0,0,0,0,0,0,0,0
11962877,9/17/17,7/14/18,9,0,12,12,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962877,9/17/17,7/14/18,10,0,9,9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,4,647.1735,12,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,5,1259.998767,13,1,2,0.555555556,0.444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962956,9/17/17,10/16/18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,1,8626.403253,30,3,6,0,0,1,0.947368421,0,0.052631579,0,0,0,0,0,0,0,0,0,0,29,0.033333333,0.333333333,9.666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,3,139.8,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,8,228.289,10,2,4,0,0,1,0.9,0,0.1,0,0,0,0,0,0,0,0,0,0,8,0.2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11963113,9/29/17,10/16/18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963113,9/29/17,10/16/18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,3,971.8721667,19,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,8,321.03,7,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.142857143,0.333333333,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0
11963296,9/17/17,10/16/18,9,2517.249786,24,5,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,10,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963296,9/17/17,10/16/18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,1,82.632,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,3,620.5366667,10,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,5,615.98225,17,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,4,0,0,0,0,0,0,2,0,0,0,0,0,0
11963300,9/17/17,10/16/18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,7,160.8124,8,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.125,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11963300,9/17/17,10/16/18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,11,214.8241667,10,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3,1,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,12,906.084,4,2,2,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0.75,1.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11963300,9/17/17,10/16/18,13,68.814,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,1,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11963318,9/17/17,12/26/17,1,828.02925,12,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.083333333,0.333333333,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11963318,9/17/17,12/26/17,2,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963318,9/17/17,12/26/17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963318,9/17/17,12/26/17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963439,9/17/17,12/26/17,1,789.7165333,14,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,0.285714286,2,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0
11963439,9/17/17,12/26/17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963439,9/17/17,12/26/17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963439,9/17/17,12/26/17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963461,9/17/17,3/3/18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963461,9/17/17,3/3/18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963461,9/17/17,3/3/18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963461,9/17/17,3/3/18,4,181.09775,9,2,4,0.25,0.75,0,0.125,0.75,0.125,0,0,0,0,0,0,0,0,0,1,8,0.111111111,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963461,9/17/17,3/3/18,5,724.3933333,4,1,1,1,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,3,0.25,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
11963461,9/17/17,3/3/18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963487,9/17/17,12/2/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963487,9/17/17,12/2/17,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963487,9/17/17,12/2/17,3,377.8558667,17,1,2,0,1,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963523,9/17/17,10/16/18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
