"","SubscriptionId","train"
"465",11989253,TRUE
"466",11989254,TRUE
"467",11989255,TRUE
"468",11989256,TRUE
"469",11989259,TRUE
"470",11989260,FALSE
"471",11989275,FALSE
"472",11989276,TRUE
"473",11989284,TRUE
"474",11989339,TRUE
"475",11989349,FALSE
"476",11989355,FALSE
"477",11989380,TRUE
"478",11989400,TRUE
"479",11989403,TRUE
"480",11989405,FALSE
"481",11989411,FALSE
"482",11989412,FALSE
"483",11989413,FALSE
"484",11989414,TRUE
"485",11989469,TRUE
"486",11989481,TRUE
"487",11989508,FALSE
"488",11989509,TRUE
"489",11989510,TRUE
"490",11989632,TRUE
"491",11989640,TRUE
"492",11989657,TRUE
"493",11989660,TRUE
"494",11989673,TRUE
"495",11989675,TRUE
"496",11989677,FALSE
"497",11989684,TRUE
"498",11989692,TRUE
"499",11989704,TRUE
"500",11989706,TRUE
"501",11989714,FALSE
"502",11989715,TRUE
"503",11989718,TRUE
"504",11989720,TRUE
"505",11989736,TRUE
"506",11989738,TRUE
"507",11989741,FALSE
"508",11989745,TRUE
"509",11989747,TRUE
"510",11989869,TRUE
"511",11989872,TRUE
"512",11989873,TRUE
"513",11989874,TRUE
"514",11989881,TRUE
"515",11989882,FALSE
"516",11989883,TRUE
"517",11989884,FALSE
"518",11989885,FALSE
"519",11989887,FALSE
"520",11989889,TRUE
"521",11989891,TRUE
"522",11989892,FALSE
"523",11989893,TRUE
"524",11989907,TRUE
"525",11989908,TRUE
"526",11990241,FALSE
"527",11990243,FALSE
"528",11990244,TRUE
"529",11990246,TRUE
"530",11990247,TRUE
"531",11990248,TRUE
"532",11990256,TRUE
"533",11990259,TRUE
"534",11990261,TRUE
"535",11990262,TRUE
"536",11990263,TRUE
"537",11990264,FALSE
"538",11990265,TRUE
"539",11990266,FALSE
"540",11990292,TRUE
"541",11990293,FALSE
"542",11990294,FALSE
"543",11990295,FALSE
"544",11990299,TRUE
"545",11990301,TRUE
"546",11990303,TRUE
"547",11990304,FALSE
"548",11990305,TRUE
"549",11990306,TRUE
"550",11990307,TRUE
"551",11990308,TRUE
"552",11990309,TRUE
"553",11990310,TRUE
"554",11990313,TRUE
"555",11990314,TRUE
"556",11990316,FALSE
"557",11990317,FALSE
"558",11990318,FALSE
"559",11990319,TRUE
"560",11990321,TRUE
"561",11990322,FALSE
"562",11990328,FALSE
"563",11990329,TRUE
"564",11990330,TRUE
"565",11990331,FALSE
"566",11990335,FALSE
"567",11990336,TRUE
"568",11990337,TRUE
"569",11990338,TRUE
"570",11990339,FALSE
"571",11990340,TRUE
"572",11990341,TRUE
"573",11990343,TRUE
"574",11990344,FALSE
"575",11990353,FALSE
"576",11990354,TRUE
"577",11990355,TRUE
"578",11990356,FALSE
"579",11990363,TRUE
"580",11990364,TRUE
"581",11990365,TRUE
"582",11990368,TRUE
"583",11990372,FALSE
"584",11990381,TRUE
"585",11990396,TRUE
"586",11990397,TRUE
"587",11990398,TRUE
"588",11990399,TRUE
"589",11990401,FALSE
"590",11990402,FALSE
"591",11990404,TRUE
"592",11990405,FALSE
"593",11990407,FALSE
"594",11990408,TRUE
"595",11990410,FALSE
"596",11990424,TRUE
"597",11990427,FALSE
"598",11990428,TRUE
"599",11990430,TRUE
"600",11990431,TRUE
"601",11990432,TRUE
"602",11990434,FALSE
"603",11990435,TRUE
"604",11990436,TRUE
"605",11990438,FALSE
"606",11990439,TRUE
"607",11990440,TRUE
"608",11990442,TRUE
"609",11990446,TRUE
"610",11990448,TRUE
"611",11990449,TRUE
"612",11990450,FALSE
"613",11990451,TRUE
"614",11990453,FALSE
"615",11990455,TRUE
"616",11990457,FALSE
"617",11990461,TRUE
"618",11990463,TRUE
"619",11990472,TRUE
"620",11990473,FALSE
"621",11990474,FALSE
"622",11990475,TRUE
"623",11990478,TRUE
"624",11990480,FALSE
"625",11990481,TRUE
"626",11990482,TRUE
"627",11990486,TRUE
"628",11990487,TRUE
"629",11990490,TRUE
"630",11990524,TRUE
"631",11990525,TRUE
"632",11990527,TRUE
"633",11990529,FALSE
"634",11990531,FALSE
"635",11990536,FALSE
"636",11990537,TRUE
"637",11990538,TRUE
"638",11990542,FALSE
"639",11990543,FALSE
"640",11990544,FALSE
"641",11990545,TRUE
"642",11990546,TRUE
"643",11990547,TRUE
"644",11990548,FALSE
"645",11990549,TRUE
"646",11990550,TRUE
"647",11990551,TRUE
"648",11990570,TRUE
"649",11990572,FALSE
"650",11990573,TRUE
"651",11990574,TRUE
"652",11990575,FALSE
"653",11990576,TRUE
"654",11990577,TRUE
"655",11990579,TRUE
"656",11990580,TRUE
"657",11990582,FALSE
"658",11990583,FALSE
"659",11990584,TRUE
"660",11990585,FALSE
"661",11990586,TRUE
"662",11990587,FALSE
"663",11990588,TRUE
"664",11990590,TRUE
"665",11990591,TRUE
"666",11990592,TRUE
"667",11990593,TRUE
"668",11990599,FALSE
"669",11990600,TRUE
"670",11990616,TRUE
"671",11990619,TRUE
"672",11990623,FALSE
"673",11990627,FALSE
"674",11990628,TRUE
"675",11990629,TRUE
"676",11990690,FALSE
"677",11990691,TRUE
"678",11990694,FALSE
"679",11990695,TRUE
"680",11990696,FALSE
"681",11990702,TRUE
"682",11990703,FALSE
"683",11990704,TRUE
"684",11990705,TRUE
"685",11990706,TRUE
"686",11990708,TRUE
"687",11990710,TRUE
"688",11990721,TRUE
"689",11990722,TRUE
"690",11990723,TRUE
"691",11990724,TRUE
"692",11990726,TRUE
"693",11990734,FALSE
"694",11990739,FALSE
"695",11990744,TRUE
"696",11990745,TRUE
"697",11990750,FALSE
"698",11990755,TRUE
"699",11990763,TRUE
"700",11990767,TRUE
"701",11990768,TRUE
"702",11990775,TRUE
"703",11990785,TRUE
"704",11990793,FALSE
"705",11990800,FALSE
"706",11990816,TRUE
"707",11990827,FALSE
"708",11990829,TRUE
"709",11990830,TRUE
"710",11990845,TRUE
"711",11990848,TRUE
"712",11990853,TRUE
"713",11990860,TRUE
"714",11990869,TRUE
"715",11990870,TRUE
"716",11990880,TRUE
"717",11990897,TRUE
"718",11990910,TRUE
"719",11990952,FALSE
"720",11990953,FALSE
"721",11990955,TRUE
"722",11990961,FALSE
"723",11990963,FALSE
"724",11990966,FALSE
"725",11990971,TRUE
"726",11991154,FALSE
"727",11991155,TRUE
"728",11991160,FALSE
"729",11991163,TRUE
"730",11991164,TRUE
"731",11991166,TRUE
"732",11991167,TRUE
"733",11991168,TRUE
"734",11991169,TRUE
"735",11991170,TRUE
"736",11991172,TRUE
"737",11991173,TRUE
"738",11991250,FALSE
"739",11991251,TRUE
"740",11991254,TRUE
"741",11991255,TRUE
"742",11991256,FALSE
"743",11991257,TRUE
"744",11991258,TRUE
"745",11991259,TRUE
"746",11991261,FALSE
"747",11991262,TRUE
"748",11991265,FALSE
"749",11991274,TRUE
"750",11991275,TRUE
"751",11991277,FALSE
"752",11991281,TRUE
"753",11991283,TRUE
"754",11991284,TRUE
"755",11991287,FALSE
"756",11991290,FALSE
"757",11991291,TRUE
"758",11991294,TRUE
"759",11991296,TRUE
"760",11991318,FALSE
"761",11991321,FALSE
"762",11991328,FALSE
"763",11991330,TRUE
"764",11991333,TRUE
"765",11991335,TRUE
"766",11991337,TRUE
"767",11991339,FALSE
"768",11991340,TRUE
"769",11991342,TRUE
"770",11991420,FALSE
"771",11991425,TRUE
"772",11991430,TRUE
"773",11991431,TRUE
"774",11991432,FALSE
"775",11991433,TRUE
"776",11991434,TRUE
"777",11991437,FALSE
"778",11991439,FALSE
"779",11991440,TRUE
"780",11991441,TRUE
"781",11991445,TRUE
"782",11991446,TRUE
"783",11991447,TRUE
"784",11991448,TRUE
"785",11991449,TRUE
"786",11991450,TRUE
"787",11991451,TRUE
"788",11991464,FALSE
"789",11991465,TRUE
"790",11991468,FALSE
"791",11991469,TRUE
"792",11991470,FALSE
"793",11991471,TRUE
"794",11991472,FALSE
"795",11991474,TRUE
"796",11991476,TRUE
"797",11991486,TRUE
"798",11991487,TRUE
"799",11991488,FALSE
"800",11991489,TRUE
"801",11991759,TRUE
"802",11991761,TRUE
"803",11991762,TRUE
"804",11991764,FALSE
"805",11991765,TRUE
"806",11991774,FALSE
"807",11991775,FALSE
"808",11991777,FALSE
"809",11991778,FALSE
"810",11991781,FALSE
"811",11991784,TRUE
"812",11991785,TRUE
"813",11991789,TRUE
"814",11991790,TRUE
"815",11991792,FALSE
"816",11991793,TRUE
"817",11991794,FALSE
"818",11991795,TRUE
"819",11991822,FALSE
"820",11991823,TRUE
"821",11991824,FALSE
"822",11991826,TRUE
"823",11991827,TRUE
"824",11991831,TRUE
"825",11991832,TRUE
"826",11991836,FALSE
"827",11991837,TRUE
"828",11991839,TRUE
"829",11991840,FALSE
"830",11991841,FALSE
"831",11991842,TRUE
"832",11991843,TRUE
"833",11991844,TRUE
"834",11991845,TRUE
"835",11991852,FALSE
"836",11991853,TRUE
"837",11991870,FALSE
"838",11991871,TRUE
"839",11991872,TRUE
"840",11991873,TRUE
"841",11991876,TRUE
"842",11991877,FALSE
"843",11991878,TRUE
"844",11991897,TRUE
"845",11991905,FALSE
"846",11991911,TRUE
"847",11991912,TRUE
"848",11991913,FALSE
"849",11991914,TRUE
"850",11991915,TRUE
"851",11991916,TRUE
"852",11991918,TRUE
"853",11991920,TRUE
"854",11991921,FALSE
"855",11991932,FALSE
"856",11991933,FALSE
"857",11991934,TRUE
"858",11991935,TRUE
"859",11991936,TRUE
"860",11991937,TRUE
"861",11991938,FALSE
"862",11991939,FALSE
"863",11991941,TRUE
"864",11991945,TRUE
"865",11991948,TRUE
"866",11991950,TRUE
"867",11991951,FALSE
"868",11991952,FALSE
"869",11991954,TRUE
"870",11991958,TRUE
"871",11991959,TRUE
"872",11991960,FALSE
"873",11991985,TRUE
"874",11991989,TRUE
"875",11991991,TRUE
"876",11991993,TRUE
"877",11992001,TRUE
"878",11992023,FALSE
"879",11992030,TRUE
"880",11992035,FALSE
"881",11992036,TRUE
"882",11992037,TRUE
"883",11992051,TRUE
"884",11992053,TRUE
"885",11992054,TRUE
"886",11992056,TRUE
"887",11992057,TRUE
"888",11992059,TRUE
"889",11992060,TRUE
"890",11992061,FALSE
"891",11992062,TRUE
"892",11992063,FALSE
"893",11992065,FALSE
"894",11992066,FALSE
"895",11992082,FALSE
"896",11992083,FALSE
"897",11992084,TRUE
"898",11992091,FALSE
"899",11992105,FALSE
"900",11992140,FALSE
"901",11992170,TRUE
"902",11992171,FALSE
"903",11992172,TRUE
"904",11992173,FALSE
"905",11992174,FALSE
"906",11992185,FALSE
"907",11992205,FALSE
"908",11992207,TRUE
"909",11992209,TRUE
"910",11992213,FALSE
"911",11992217,TRUE
"912",11992219,FALSE
"913",11992225,TRUE
"914",11992246,TRUE
"915",11992248,TRUE
"916",11992251,TRUE
"917",11992252,FALSE
"918",11992253,TRUE
"919",11992254,TRUE
"920",11992257,TRUE
"921",11992269,FALSE
"922",11992270,TRUE
"923",11992271,TRUE
"924",11992275,TRUE
"925",11992330,TRUE
"926",11992337,FALSE
"927",11992344,FALSE
"928",11992347,FALSE
"929",11992358,TRUE
"930",11992368,TRUE
"931",11992382,FALSE
"932",11992383,TRUE
"933",11992384,FALSE
"934",11992385,TRUE
"935",11992386,FALSE
"936",11992439,TRUE
"937",11992440,FALSE
"938",11992441,TRUE
"939",11992443,TRUE
"940",11992445,TRUE
"941",11992446,TRUE
"942",11992448,TRUE
"943",11992453,TRUE
"944",11992459,TRUE
"945",11992460,FALSE
"946",11992461,TRUE
"947",11992463,TRUE
"948",11992464,TRUE
"949",11992483,TRUE
"950",11992484,TRUE
"951",11992487,FALSE
"952",11992488,TRUE
"953",11992580,FALSE
"954",11992587,FALSE
"955",11992588,FALSE
"956",11992590,TRUE
"957",11992592,TRUE
"958",11992604,FALSE
"959",11992605,TRUE
"960",11992606,TRUE
"961",11992609,TRUE
"962",11992613,TRUE
"963",11992615,TRUE
"964",11992616,TRUE
"965",11992618,TRUE
"966",11992620,TRUE
"967",11992621,TRUE
"968",11992634,TRUE
"969",11992635,FALSE
"970",11992959,TRUE
"971",11992961,TRUE
"972",11992968,TRUE
"973",11992969,TRUE
"974",11992971,TRUE
"975",11992972,TRUE
"976",11992973,TRUE
"977",11992975,TRUE
"978",11992976,TRUE
"979",11992977,TRUE
"980",11992978,TRUE
"981",11992979,FALSE
"982",11992980,TRUE
"983",11992981,TRUE
"984",11992982,TRUE
"985",11993002,TRUE
"986",11993003,TRUE
"987",11993004,FALSE
"988",11993005,TRUE
"989",11993010,TRUE
"990",11993011,FALSE
"991",11993012,TRUE
"992",11993014,FALSE
"993",11993015,FALSE
"994",11993016,TRUE
"995",11993024,FALSE
"996",11993025,TRUE
"997",11993029,TRUE
"998",11993030,FALSE
"999",11993031,TRUE
"1000",11993032,FALSE
"1001",11993033,FALSE
"1002",11993034,TRUE
"1003",11993035,FALSE
"1004",11993037,TRUE
"1005",11993064,TRUE
"1006",11993070,FALSE
"1007",11993074,FALSE
"1008",11993076,TRUE
"1009",11993091,TRUE
"1010",11993103,TRUE
"1011",11993104,TRUE
"1012",11993105,TRUE
"1013",11993106,TRUE
"1014",11993108,TRUE
"1015",11993109,TRUE
"1016",11993118,TRUE
"1017",11993119,FALSE
"1018",11993121,TRUE
"1019",11993122,TRUE
"1020",11993124,TRUE
"1021",11993126,FALSE
"1022",11993127,FALSE
"1023",11993128,FALSE
"1024",11993129,FALSE
"1025",11993131,TRUE
"1026",11993133,TRUE
"1027",11993134,TRUE
"1028",11993135,TRUE
"1029",11993136,TRUE
"1030",11993138,TRUE
"1031",11993155,TRUE
"1032",11993158,TRUE
"1033",11993159,TRUE
"1034",11993198,FALSE
"1035",11993199,FALSE
"1036",11993200,FALSE
"1037",11993225,TRUE
"1038",11993226,FALSE
"1039",11993231,FALSE
"1040",11993233,TRUE
"1041",11993238,TRUE
"1042",11993239,FALSE
"1043",11993240,TRUE
"1044",11993241,TRUE
"1045",11993244,TRUE
"1046",11993250,TRUE
"1047",11993252,TRUE
"1048",11993256,FALSE
"1049",11993257,TRUE
"1050",11993258,TRUE
"1051",11993299,TRUE
"1052",11993300,TRUE
"1053",11993301,TRUE
"1054",11993302,TRUE
"1055",11993305,TRUE
"1056",11993313,FALSE
"1057",11993314,TRUE
"1058",11993315,TRUE
"1059",11993317,FALSE
"1060",11993322,TRUE
"1061",11993325,TRUE
"1062",11993327,TRUE
"1063",11993336,TRUE
"1064",11993374,TRUE
"1065",11993377,FALSE
"1066",11993415,FALSE
"1067",11993418,TRUE
"1068",11993420,TRUE
"1069",11993449,TRUE
"1070",11993456,TRUE
"1071",11993461,TRUE
"1072",11993463,FALSE
"1073",11993474,TRUE
"1074",11993480,TRUE
"1075",11993481,TRUE
"1076",11993589,TRUE
"1077",11993595,TRUE
"1078",11993599,TRUE
"1079",11993606,TRUE
"1080",11993610,FALSE
"1081",11993613,TRUE
"1082",11993622,TRUE
"1083",11993629,TRUE
"1084",11993630,FALSE
"1085",11993635,TRUE
"1086",11993638,FALSE
"1087",11993640,TRUE
"1088",11993643,FALSE
"1089",11993647,TRUE
"1090",11993651,FALSE
"1091",11993652,TRUE
"1092",11993657,TRUE
"1093",11993661,FALSE
"1094",11993668,TRUE
"1095",11993669,FALSE
"1096",11993690,TRUE
"1097",11993692,FALSE
"1098",11993701,TRUE
"1099",11993702,TRUE
"1100",11993704,FALSE
"1101",11993766,FALSE
"1102",11993770,TRUE
"1103",11993783,TRUE
"1104",11993785,TRUE
"1105",11993786,TRUE
"1106",11993787,TRUE
"1107",11993788,TRUE
"1108",11993796,TRUE
"1109",11993797,TRUE
"1110",11993799,FALSE
"1111",11993803,TRUE
"1112",11993804,TRUE
"1113",11993806,FALSE
"1114",11993807,FALSE
"1115",11993816,TRUE
"1116",11994166,TRUE
"1117",11994168,TRUE
"1118",11994184,FALSE
"1119",11994186,FALSE
"1120",11994187,TRUE
"1121",11994188,TRUE
"1122",11994190,FALSE
"1123",11994191,TRUE
"1124",11994192,TRUE
"1125",11994195,FALSE
"1126",11994197,TRUE
"1127",11994198,TRUE
"1128",11994199,FALSE
"1129",11994200,FALSE
"1130",11994201,TRUE
"1131",11994203,FALSE
"1132",11994204,TRUE
"1133",11994222,TRUE
"1134",11994223,FALSE
"1135",11994224,TRUE
"1136",11994225,TRUE
"1137",11994235,FALSE
"1138",11994236,TRUE
"1139",11994240,TRUE
"1140",11994241,TRUE
"1141",11994244,TRUE
"1142",11994284,FALSE
"1143",11994309,TRUE
"1144",11994313,TRUE
"1145",11994320,TRUE
"1146",11994321,TRUE
"1147",11994322,FALSE
"1148",11994323,FALSE
"1149",11994335,TRUE
"1150",11994337,TRUE
"1151",11994342,TRUE
